#monsters																																	
Id		CreatureClass	Health	StarvationLimit	PainThresholdLimit	PainThresholdRegen	Damage	ResistSheet	WoundSlots	MeleeAccuracy	RangeAccuracy	Dodge	MeleeStunChance	MeleeStunDuration	MeleeThrowbackChance	EquipmentVariants	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	AllowEccolapse	ScaleQuasimorphStats	MutateMonsterId	MutateBonusChance	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	ActionPoints	AiPresetId	DeathExplosionRadius	ExplosionDamageType	DeathExplosionDamage	Immunity
possesed_church_woman		Human	20	1000	10	1	lacer 14 22 crit 1.85 critchance 0.3	blunt 2 pierce 2 lacer 2 fire 0 cold 0 poison 2 shock 2 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.1	0	0	0.2	pos_church_1 10 pos_church_2 10 pos_church_3 10 pos_church_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	3	possesed				
possesed_heavy_church_man		Human	40	1000	20	2	blunt 20 28 crit 2.05 critchance 0.15	blunt 6 pierce 6 lacer 6 fire 0 cold 0 poison 6 shock 6 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.02	0	0	0.2	pos_heavy_church_1 10 pos_heavy_church_2 10 pos_heavy_church_3 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	2	possesed				
possesed_heavy_church_woman		Human	30	1000	14	1	lacer 18 26 crit 1.90 critchance 0.3	blunt 4 pierce 4 lacer 4 fire 0 cold 0 poison 4 shock 4 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.1	0	0	0.2	pos_heavy_church_1 10 pos_heavy_church_2 10 pos_heavy_church_3 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	3	possesed				
possesed_scientist_man		Human	40	1000	20	2	blunt 20 28 crit 2.05 critchance 0.15	blunt 4 pierce 4 lacer 4 fire 0 cold 0 poison 4 shock 4 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.02	0	0	0.2	scientist_1 10 scientist_2 10 scientist_3 10 scientist_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	2	possesed				
possesed_scientist_woman		Human	30	1000	14	1	lacer 18 26 crit 1.90 critchance 0.3	blunt 2 pierce 2 lacer 2 fire 0 cold 0 poison 2 shock 2 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.1	0	0	0.2	scientist_1 10 scientist_2 10 scientist_3 10 scientist_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	3	possesed				
possesed_manager_man		Human	40	1000	20	2	blunt 20 28 crit 2.05 critchance 0.15	blunt 4 pierce 4 lacer 4 fire 0 cold 0 poison 4 shock 4 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.02	0	0	0.2	manager_1 10 manager_2 10 manager_3 10 manager_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	2	possesed				
possesed_manager_woman		Human	30	1000	14	1	lacer 18 26 crit 1.90 critchance 0.3	blunt 2 pierce 2 lacer 2 fire 0 cold 0 poison 2 shock 2 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.5	0.15	0.1	0	0	0.2	manager_1 10 manager_2 10 manager_3 10 manager_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	3	possesed				
possesed_security_man		Human	50	1000	24	2	blunt 20 28 crit 2.05 critchance 0.15	blunt 4 pierce 4 lacer 4 fire 0 cold 0 poison 4 shock 4 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.55	0.15	0.02	0	0	0.2	heavy_security_1 10 heavy_security_2 10 heavy_security_3 10 heavy_security_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	2	possesed				
possesed_security_woman		Human	40	1000	20		lacer 18 26 crit 1.90 critchance 0.3	blunt 2 pierce 2 lacer 2 fire 0 cold 0 poison 2 shock 2 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.55	0.15	0.14	0	0	0.2	heavy_security_1 10 heavy_security_2 10 heavy_security_3 10 heavy_security_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	3	possesed				
possesed_elite_man		Human	80	1000	24	2	blunt 28 32 crit 2.15 critchance 0.2	blunt 6 pierce 6 lacer 6 fire 0 cold 0 poison 6 shock 6 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.6	0.15	0.02	0	0	0.2	mercury_force_1 10 mercury_force_2 10 mercury_force_3 10 mercury_force_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	2	possesed				
possesed_elite_woman		Human	70	1000	22	2	lacer 26 30 crit 2.05 critchance 0.35	blunt 4 pierce 4 lacer 4 fire 0 cold 0 poison 4 shock 4 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.6	0.15	0.14	0	0	0.2	mercury_force_1 10 mercury_force_2 10 mercury_force_3 10 mercury_force_4 10	0.3	1	1	5	TRUE	TRUE		0	FALSE	TRUE	TRUE	3	possesed				
quest_man_manager		Human	100	1000	16	1	blunt 4 20 crit 0.65 critchance 0.2	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.65	0.37	0.06	0.15	1	0.2	mission_manager 10 mission_manager_1 10 mission_manager_2 10 mission_manager_3 10 mission_manager_4 10 mission_manager_5 10 mission_manager_6 10 mission_manager_7 10 mission_manager_8 10	0.25	1	1	10	FALSE	FALSE		0	FALSE	TRUE	TRUE	1	human_armed_civilian				
quest_man_professor		Human	100	1000	16	1	blunt 6 20 crit 0.70 critchance 0.2	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.65	0.35	0.06	0.15	1	0.2	mission_professor 10 mission_professor_1 10 mission_professor_2 10 mission_professor_3 10 mission_professor_4 10 mission_professor_5 10 mission_professor_6 10 mission_professor_7 10 mission_professor_8 10 mission_professor_9 10 mission_professor_10 10 mission_professor_11 10 mission_professor_12 10	0.25	1	1	10	FALSE	FALSE		0	FALSE	TRUE	TRUE	1	human_armed_civilian				
quest_venus_demon_warrior		Quasimorph	140	1000	80	1	blunt 20 24 crit 1.60 critchance 0.2	blunt 12 pierce 0 lacer 12 fire 10 cold 0 poison 30 shock 0 beam 0	VenusHead VenusCatFeet VenusShoulder VenusArm VenusChest VenusStomach VenusBody VenusThigh VenusKnee	0.7	0.4	0.06	0.2	1	0.6	venus_demon 100	0.15	1	1	25	FALSE	TRUE		0	TRUE	FALSE	FALSE	1	quasimorph_knight				
quest_cresist_elite_man		Human	140	1000	20	1	blunt 16 24 crit 1.25 critchance 0.2	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.65	0.47	0.06	0.15	1	0.2	cresist_colnode_1 10 cresist_colnode_2 10 cresist_colnode_3 10 cresist_colnode_4 10	0.05	1	1	10	FALSE	FALSE		0	FALSE	TRUE	TRUE	1	human_military				
quest_mercury_force_man		Human	120	1000	20	1	blunt 16 24 crit 1.25 critchance 0.2	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.65	0.5	0.06	0.15	1	0.2	mission_force_man 10 mission_force_man_1 10 mission_force_man_2 10 mission_force_man_3 10 mission_force_man_4 10	0.05	1	1	10	FALSE	FALSE		0	FALSE	TRUE	TRUE	1	human_military				
quest_venus_baron		Quasimorph	180	1000	800	1	blunt 20 24 crit 1.60 critchance 0.2	blunt 12 pierce 8 lacer 12 fire 10 cold 8 poison 30 shock 6 beam 6	VenusHead VenusCatFeet VenusShoulder VenusArm VenusChest VenusStomach VenusBody VenusThigh VenusKnee	0.7	0.4	0.06	0.2	1	0.6	story_venus_demon 100	0.15	1	1	25	FALSE	TRUE		0	TRUE	TRUE	FALSE	2	quasimorph_knight				
man_prisoner		Human	30	1000	10	1	blunt 12 18 crit 1.90 critchance 0.15	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	prisoner_1 10 prisoner_2 10 prisoner_3 10 prisoner_4 10 prisoner_5 10 prisoner_6 10	0.25	1	1	5	TRUE	FALSE	possesed_prisoner	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_prisoner		Human	20	1000	8	1	blunt 10 15 crit 2.00 critchance 0.3	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	prisoner_1 10 prisoner_2 10 prisoner_3 10 prisoner_4 10 prisoner_5 10 prisoner_6 10	0.25	1	1	5	TRUE	FALSE	possesed_prisoner_woman	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_lowskills_worker		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	lowskills_1 10 lowskills_2 10 lowskills_3 10 lowskills_4 10 lowskills_5 10 lowskills_6 10	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_lowskills_worker		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	lowskills_1 10 lowskills_2 10 lowskills_3 10 lowskills_4 10 lowskills_5 10 lowskills_6 10	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_lowskills_worker_rw		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	rw_lowskill_1 20 rw_lowskill_2 20 rw_lowskill_3 10 rw_lowskill_4 10 rw_lowskill_5 5 rw_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_lowskills_worker_rw		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	rw_lowskill_1 20 rw_lowskill_2 20 rw_lowskill_3 10 rw_lowskill_4 10 rw_lowskill_5 5 rw_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_lowskills_worker_pb		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	pb_lowskill_1 20 pb_lowskill_2 20 pb_lowskill_3 10 pb_lowskill_4 10 pb_lowskill_5 5 pb_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_lowskills_worker_pb		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	pb_lowskill_1 20 pb_lowskill_2 20 pb_lowskill_3 10 pb_lowskill_4 10 pb_lowskill_5 5 pb_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_lowskills_worker_grass		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	grass_lowskill_1 20 grass_lowskill_2 20 grass_lowskill_3 10 grass_lowskill_4 10 grass_lowskill_5 5 grass_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_lowskills_worker_grass		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	grass_lowskill_1 20 grass_lowskill_2 20 grass_lowskill_3 10 grass_lowskill_4 10 grass_lowskill_5 5 grass_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_lowskills_worker_core		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	core_lowskill_1 20 core_lowskill_2 20 core_lowskill_3 10 core_lowskill_4 10 core_lowskill_5 5 core_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_lowskills_worker_core		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	core_lowskill_1 20 core_lowskill_2 20 core_lowskill_3 10 core_lowskill_4 10 core_lowskill_5 5 core_lowskill_6 5	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_lowskills_worker_cresisit		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.02	0	0	0.2	cresist_lowskill_1 20 cresist_lowskill_2 20 cresist_lowskill_3 10 cresist_lowskill_4 10 cresist_lowskill_5 5 cresist_lowskill_6 5	0.25	1	1	5	FALSE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_lowskills_worker_cresist		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.2	0.1	0	0	0.2	cresist_lowskill_1 20 cresist_lowskill_2 20 cresist_lowskill_3 10 cresist_lowskill_4 10 cresist_lowskill_5 5 cresist_lowskill_6 5	0.25	1	1	5	FALSE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_worker		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.02	0	0	0.2	worker_1 10 worker_2 10 worker_3 10 worker_4 10 worker_5 10 worker_6 10	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_worker		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.1	0	0	0.2	worker_1 10 worker_2 10 worker_3 10 worker_4 10 worker_5 10 worker_6 10	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_worker_rw		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.02	0	0	0.2	rw_worker_1 20 rw_worker_2 20 rw_worker_3 10 rw_worker_4 10 rw_worker_5 5 rw_worker_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_worker_rw		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.1	0	0	0.2	rw_worker_1 20 rw_worker_2 20 rw_worker_3 10 rw_worker_4 10 rw_worker_5 5 rw_worker_6 6	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_worker_pb		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.02	0	0	0.2	pb_worker_1 20 pb_worker_2 20 pb_worker_3 10 pb_worker_4 10 pb_worker_5 5 pb_worker_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_worker_pb		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.1	0	0	0.2	pb_worker_1 20 pb_worker_2 20 pb_worker_3 10 pb_worker_4 10 pb_worker_5 5 pb_worker_6 5	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
man_worker_grass		Human	30	1000	10	1	blunt 10 15 crit 2.00 critchance 0.1	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.02	0	0	0.2	gh_worker_1 20 gh_worker_2 20 gh_worker_3 10 gh_worker_4 10 gh_worker_5 5 gh_worker_6 5	0.25	1	1	5	TRUE	FALSE	possesed_man_worker	0	FALSE	TRUE	TRUE	1	human_armed_civilian				
woman_worker_grass		Human	20	1000	8	1	blunt 8 12 crit 2.00 critchance 0.25	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0	HumanHead HumanShoulder HumanArm HumanThigh HumanFeet HumanChest HumanBody HumanStomach HumanKnee	0.4	0.25	0.1	0	0	0.2	gh_worker_1 20 gh_worker_2 20 gh_worker_3 10 gh_worker_4 10 gh_worker_5 5 gh_worker_6 10	0.25	1	1	5	TRUE	FALSE	possesed_woman_worker	0	FALSE	TRUE	TRUE	2	human_armed_civilian				
