#monsterdrop_test1				\r
TechLevel	ContentIds	Weight	Points	\r
	realware_elite_man security_man_rw security_woman_rw security_woman_rw	10	60	\r
#end				\r
				\r
#monsterdrop_ComAndAnarchy2				\r
TechLevel	ContentIds	Weight	Points	\r
	possesed_elite_azt_man possesed_elite_azt_woman possesed_azt_man possesed_azt_woman	60	20	\r
	venus_eagle_knight possesed_centaur possesed_centaur	60	20	\r
	possesed_BigArm venus_custodian venus_custodian	60	20	\r
	venus_jaguar_knight venus_jaguar_knight venus_jaguar_knight	30	30	\r
	venus_jaguar_knight venus_demon_cat venus_demon_cat possesed_centaur	30	30	\r
	possesed_BlobMan possesed_BlobMan possesed_BlobMan possesed_BlobMan	30	30	\r
	venus_jaguar_knight venus_jaguar_knight venus_jaguar_knight	20	30	\r
	venus_demon_warrior venus_eagle_knight venus_eagle_knight	20	30	\r
	venus_taskmaster venus_custodian venus_taskmaster venus_custodian	20	30	\r
	venus_demon_warrior venus_demon_warrior venus_demon_warrior	10	40	\r
#end				\r
				\r
#itemdrop_redbarreldrop				\r
TechLevel	ContentIds	Weight	Points	\r
	gas_ammo	20	20	\r
#end				\r
				\r
#itemdrop_bookcaseContainer				\r
TechLevel	ContentIds	Weight	Points	\r
	sigs_kosmos	4	20	\r
	rags	8	5	\r
	vodka	4	10	\r
	tape	4	10	\r
	anulator	2	40	\r
	human_skin	4	5	\r
	plastic	8	5	\r
	glass	4	5	\r
	rubber	8	5	\r
	ledgerBook	32	10	\r
	prototype_schematics	16	20	\r
	memory_software	8	20	\r
	entertainment_software	8	20	\r
	expert_disk	16	20	\r
	gunbang_magazine	32	20	\r
#end				\r
				\r
#itemdrop_CnA_skullStorage				\r
TechLevel	ContentIds	Weight	Points	\r
	quest_goldenSkull	100	1	\r
#end				\r
				\r
#itemdrop_industryContainer				\r
TechLevel	ContentIds	Weight	Points	\r
	tool_container	20	20	\r
	robot_parts_container	20	20	\r
	engineering_parts_container	20	20	\r
	welding_machine_device	20	20	\r
	mining_equipment	10	40	\r
	construction_equipment	10	40	\r
	armor_shards	10	10	\r
	weapon_shards	10	10	\r
	coarse_gears	10	10	\r
#end				\r
				\r
#itemdrop_scienceContainer				\r
TechLevel	ContentIds	Weight	Points	\r
	scientist_clothing_container	10	40	\r
	electrical_parts_container	10	40	\r
	medical_equipment	20	20	\r
	scientific_equipment	20	20	\r
	chemical_analyzer	20	20	\r
	quasiresearch_disk	20	20	\r
	research_disk	20	20	\r
	quasisamples	20	20	\r
	biomass_tank	20	20	\r
	medical_components	20	20	\r
#end				\r
				\r
#itemdrop_watertankdrop				\r
TechLevel	ContentIds	Weight	Points	\r
	water	20	20	\r
#end				\r
				\r
#itemdrop_toxicbarreldrop				\r
TechLevel	ContentIds	Weight	Points	\r
	toxic_ammo	20	20	\r
#end				\r
				\r
#itemdrop_toiletdrop				\r
TechLevel	ContentIds	Weight	Points	\r
	water	80	20	\r
	human_poop	20	20	\r
#end				\r
				\r
#itemdrop_bloodsinkdrop				\r
TechLevel	ContentIds	Weight	Points	\r
	bloodBag	20	20	\r
#end				\r
				\r
#itemdrop_poppycontainer				\r
TechLevel	ContentIds	Weight	Points	\r
	poppy_box	20	20	\r
#end				\r
				\r
#itemdrop_test1				\r
TechLevel	ContentIds	Weight	Points	\r
	army_knife	20	42	\r
	glass_knife	10	28	\r
	corp_bone	20	42	\r
	machete	20	42	\r
	metal_pipe	20	42	\r
	scarp_club	20	42	\r
	pmc_club	20	42	\r
	corp_hand	20	28	\r
	corp_leg	20	28	\r
	knuckles	20	28	\r
	franch_baton	20	56	\r
	hatchet	20	28	\r
	choppa_axe	20	28	\r
	spec_hatchet	20	56	\r
	bandit_axe	20	42	\r
	army_pistol	10	70	\r
	army_pistol_2	10	70	\r
	pmc_pistol	10	70	\r
	pmc_pistol_2	10	70	\r
	spec_pistol	10	70	\r
	dark_pistol	10	70	\r
	dark_pistol_2	10	70	\r
	petrov_pistol	10	70	\r
	petrov_pistol_2	10	70	\r
	petrov_pistol_3	10	70	\r
	civres_pistol	10	70	\r
	pmc_shotgun	10	70	\r
	desert_shotgun	10	70	\r
	bandit_shotgun	10	70	\r
	pmc_smg	10	70	\r
	bandit_smg_2	10	70	\r
	desert_assault	10	70	\r
	desert_marksman	10	70	\r
	pistol_basic_ammo	30	21	\r
	shotgun_bullet_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	14	\r
	splint	30	14	\r
	antiradin	30	14	\r
	antibiotics	30	14	\r
	sorbent	30	14	\r
	sigs_kosmos	30	14	\r
	antidote	30	14	\r
	painkillers	30	14	\r
	beer	30	14	\r
	wiskey	30	14	\r
	rottenMeat	30	14	\r
	plaster	30	14	\r
	military_kit	30	14	\r
	blueSoda	30	14	\r
	cannedMeat	30	14	\r
	cannedVeg	30	14	\r
	chocolateBar	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	water	30	14	\r
	burgerMeat	30	14	\r
	burgerVeg	30	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	5	56	\r
	caviar	5	56	\r
	small_backpack	10	42	\r
	medium_backpack	5	42	\r
	pmc_vest	20	42	\r
	cevlar_vest	20	42	\r
	bandit_armor	10	28	\r
	bandit_helmet	10	28	\r
	bandit_pants	10	28	\r
	bandit_boots	10	28	\r
	power_armor	10	42	\r
	power_helmet	10	42	\r
	power_pants	10	42	\r
	power_boots	10	42	\r
	pmc_armor	10	42	\r
	pmc_helmet	10	42	\r
	pmc_pants	10	42	\r
	pmc_boots	10	42	\r
	security_armor	10	42	\r
	franch_helmet	10	42	\r
	franch_pants	10	42	\r
	franch_boots	10	42	\r
	employee_vest	10	28	\r
	employee_hat	10	28	\r
	employee_pants	10	28	\r
	yellow_pants	10	28	\r
	blue_boots	10	28	\r
	common_boots	10	28	\r
	armor_shards	25	14	\r
	weapon_shards	25	14	\r
	tape	10	28	\r
	frag_grenade	10	21	\r
	frag_mine	10	14	\r
	packaged_recreational_robot	5	112	\r
	plastic	30	3	\r
	powder	30	2	\r
	glass	30	6	\r
	metal_tread	30	9	\r
	wire	40	12	\r
	rubber	30	3	\r
	tread	30	6	\r
	explosives	30	14	\r
	acid	30	9	\r
	tin	30	6	\r
	glassBottle	30	9	\r
	ledgerBook	10	28	\r
	spring	30	7	\r
	regular_food_container	15	56	\r
	military_food_container	15	70	\r
	luxury_food_container	15	112	\r
	water_container	15	42	\r
	alcogol_container	15	112	\r
	regular_clothing_container	15	56	\r
	miner_clothing_container	15	70	\r
	worker_clothing_container	15	84	\r
	scientist_clothing_container	15	84	\r
	security_clothing_container	15	98	\r
	weapon_container	15	140	\r
	armor_container	15	112	\r
	tool_container	15	84	\r
	robot_parts_container	15	56	\r
	electrical_parts_container	15	56	\r
	military_parts_container	15	70	\r
	engineering_parts_container	15	56	\r
	ai_module	15	112	\r
	communication_relay	15	56	\r
	defibrillator_device	15	84	\r
	quasi_sensor_device	15	84	\r
	geoscanner_device	15	84	\r
	welding_machine_device	15	84	\r
	medical_equipment	15	70	\r
	scientific_equipment	15	84	\r
	mining_equipment	15	56	\r
	construction_equipment	15	56	\r
	chemical_analyzer	15	42	\r
	hydraulic_pump	15	42	\r
	quasiresearch_disk	15	84	\r
	research_disk	15	98	\r
	prototype_schematics	15	112	\r
	management_unit	15	28	\r
	darknet_unit	15	56	\r
	military_unit	15	56	\r
	memory_software	15	84	\r
	entertainment_software	15	70	\r
	expert_disk	15	42	\r
	quasisamples	15	112	\r
	biomass_tank	15	28	\r
	precious_metals	15	140	\r
	drug_cargo	15	140	\r
	gunbang_magazine	15	70	\r
	medical_components	15	84	\r
	watermelon	15	70	\r
	itemChip	30	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	140	\r
	classUSB	15	140	\r
#end				\r
				\r
#itemdrop_prison				\r
TechLevel	ContentIds	Weight	Points	\r
	army_knife	10	54	\r
	glass_knife	10	28	\r
	corp_bone	20	42	\r
	machete	20	42	\r
	metal_pipe	30	42	\r
	scarp_club	30	42	\r
	pmc_club	20	42	\r
	corp_hand	20	28	\r
	corp_leg	20	28	\r
	knuckles	40	28	\r
	franch_baton	5	82	\r
	hatchet	30	28	\r
	choppa_axe	20	28	\r
	spec_hatchet	20	56	\r
	bandit_axe	20	42	\r
	army_pistol	5	90	\r
	army_pistol_2	5	90	\r
	pmc_pistol	5	90	\r
	pmc_pistol_2	5	90	\r
	spec_pistol	5	90	\r
	dark_pistol	5	90	\r
	dark_pistol_2	5	90	\r
	petrov_pistol	5	90	\r
	petrov_pistol_2	5	90	\r
	petrov_pistol_3	5	90	\r
	civres_pistol	5	90	\r
	pmc_shotgun	5	90	\r
	desert_shotgun	5	90	\r
	bandit_shotgun	5	90	\r
	pmc_smg	5	90	\r
	bandit_smg_2	5	90	\r
	desert_assault	5	90	\r
	desert_marksman	5	90	\r
	pistol_basic_ammo	30	21	\r
	shotgun_bullet_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	14	\r
	splint	30	14	\r
	antiradin	10	14	\r
	antibiotics	30	14	\r
	sorbent	10	14	\r
	sigs_kosmos	40	14	\r
	antidote	30	14	\r
	painkillers	30	14	\r
	beer	40	14	\r
	wiskey	40	14	\r
	rottenMeat	40	14	\r
	plaster	30	14	\r
	military_kit	10	14	\r
	blueSoda	30	14	\r
	cannedMeat	30	14	\r
	cannedVeg	30	14	\r
	chocolateBar	30	14	\r
	packedGoodRation	15	14	\r
	packedRation	30	14	\r
	water	30	14	\r
	burgerMeat	30	14	\r
	burgerVeg	30	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	5	56	\r
	caviar	5	56	\r
	small_backpack	10	42	\r
	medium_backpack	5	42	\r
	pmc_vest	20	42	\r
	cevlar_vest	20	42	\r
	bandit_armor	10	28	\r
	bandit_helmet	10	28	\r
	bandit_pants	10	28	\r
	bandit_boots	10	28	\r
	power_armor	5	42	\r
	power_helmet	5	42	\r
	power_pants	5	42	\r
	power_boots	5	42	\r
	pmc_armor	10	56	\r
	pmc_helmet	10	56	\r
	pmc_pants	10	56	\r
	pmc_boots	10	56	\r
	security_armor	5	42	\r
	franch_helmet	5	42	\r
	franch_pants	5	42	\r
	franch_boots	5	42	\r
	employee_vest	10	28	\r
	employee_hat	10	28	\r
	employee_pants	10	28	\r
	yellow_pants	10	28	\r
	blue_boots	10	28	\r
	common_boots	10	28	\r
	armor_shards	35	14	\r
	weapon_shards	35	14	\r
	tape	20	28	\r
	frag_grenade	5	21	\r
	frag_mine	5	14	\r
	packaged_recreational_robot	5	112	\r
	plastic	40	3	\r
	powder	40	2	\r
	glass	40	6	\r
	metal_tread	40	9	\r
	wire	40	12	\r
	rubber	40	3	\r
	tread	40	6	\r
	explosives	40	14	\r
	acid	40	9	\r
	tin	40	6	\r
	glassBottle	40	9	\r
	ledgerBook	20	28	\r
	spring	30	7	\r
	regular_food_container	15	56	\r
	military_food_container	5	70	\r
	luxury_food_container	5	112	\r
	water_container	15	42	\r
	alcogol_container	15	112	\r
	regular_clothing_container	15	56	\r
	miner_clothing_container	5	70	\r
	worker_clothing_container	15	84	\r
	scientist_clothing_container	5	84	\r
	security_clothing_container	15	98	\r
	weapon_container	5	140	\r
	armor_container	5	112	\r
	tool_container	15	84	\r
	robot_parts_container	5	56	\r
	gunbang_magazine	30	70	\r
	medical_components	15	84	\r
	watermelon	15	70	\r
	itemChip	30	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	140	\r
	classUSB	15	140	\r
	medical_equipment	25	70	\r
	organsBox	15	70	\r
	morphine	30	14	\r
	biomass_tank	20	28	\r
	trowable_heart	10	14	\r
	surgicalKit	5	56	\r
	drug_cargo	20	105	\r
#end				\r
				\r
#itemdrop_mining				\r
TechLevel	ContentIds	Weight	Points	\r
	communication_relay	20	42	\r
	circuit_board	5	42	\r
	capacitor	20	42	\r
	ai_module	20	42	\r
	microelectronics	5	42	\r
	transformer	25	28	\r
	electrical_parts_container	5	28	\r
	miner_knife	5	28	\r
	metal_pipe	20	42	\r
	scarp_club	20	42	\r
	breaker	20	42	\r
	crowbar	20	42	\r
	wrench	5	28	\r
	sapper_shovel	20	42	\r
	bandit_axe	5	56	\r
	bandit_sawblade	20	70	\r
	miner_pistol	5	70	\r
	core_nailgun	10	70	\r
	pistol_basic_ammo	10	70	\r
	miner_bolts_ammo	5	70	\r
	medium_basic_ammo	5	70	\r
	shotgun_bullet_ammo	10	70	\r
	heavy_basic_ammo	5	70	\r
	battery_charge	5	70	\r
	battery_crafted_charge	10	70	\r
	gas_ammo	10	70	\r
	sawblade_ammo	10	70	\r
	bandage	10	70	\r
	medpack	30	21	\r
	splint	30	21	\r
	antibiotics	30	21	\r
	medicalClue	30	21	\r
	naloxone	30	21	\r
	sorbent	30	21	\r
	sigs_kosmos	30	21	\r
	rags	30	21	\r
	antidote	30	14	\r
	painkillers	30	14	\r
	beer	30	14	\r
	vodka	30	14	\r
	wiskey	30	14	\r
	armagnac	30	14	\r
	mre_pack	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	redSoda	30	14	\r
	water	10	14	\r
	burgerMeat	30	14	\r
	burgerVeg	10	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	30	14	\r
	caviar	30	14	\r
	wagyu_steak	30	14	\r
	truffle_oil	30	14	\r
	tuna_steak	30	14	\r
	small_backpack	30	14	\r
	medium_backpack	30	14	\r
	servo_backpack	30	14	\r
	pmc_vest	1	42	\r
	bandit_vest	10	42	\r
	cevlar_vest_pockets	5	28	\r
	smuggler_armor	10	28	\r
	worker_armor	10	28	\r
	pmc_armor	10	28	\r
	svn_cap_vest	10	28	\r
	pb_vest	10	28	\r
	core_hard_vest	10	28	\r
	employee_vest	10	28	\r
	spider_armor	10	28	\r
	jackal_armor	10	28	\r
	green_tshirt	10	28	\r
	green_vest	10	28	\r
	blue_tshirt	1	28	\r
	prison_tshirt	1	28	\r
	singlet_shirt	5	28	\r
	scientist_shirt	10	28	\r
	hyber_shirt	10	28	\r
	armor_shards	25	14	\r
	weapon_shards	25	6	\r
	blunt_melee_shards	5	6	\r
	pierce_melee_shards	10	3	\r
	broken_weapon	20	7	\r
	rusty_shards	30	9	\r
	coarse_gears	30	7	\r
	rod	10	28	\r
	ceramite_shards	10	14	\r
	tape	10	14	\r
	armor_repair_kit	10	14	\r
	weapon_repair_kit	15	112	\r
	melee_repair_kit	10	3	\r
	bandit_boots	30	3	\r
	smuggler_boots	30	2	\r
	pmc_boots	30	6	\r
	pb_boots	30	9	\r
	common_boots	30	12	\r
	jackal_boots	30	3	\r
	blue_boots	30	6	\r
	broun_boots	30	14	\r
	bandit_pants	30	9	\r
	smuggler_pants	30	6	\r
	pmc_pants	30	9	\r
	svn_cap_pants	15	56	\r
	pb_pants	5	70	\r
	core_hard_pants	10	112	\r
	employee_pants	15	42	\r
	blue_pants	10	112	\r
	brown_pants	10	56	\r
	yellow_pants	15	70	\r
	dark_pants	15	84	\r
	hyber_pants	10	84	\r
	bandit_helmet	10	98	\r
	pmc_helmet	10	140	\r
	svn_cap_hat	15	112	\r
	pb_hard_hat	30	84	\r
	core_hard_hat	20	56	\r
	employee_hat	20	56	\r
	balaklava	5	70	\r
	plastic	20	56	\r
	powder	20	112	\r
	glass	20	56	\r
	metal_tread	5	84	\r
	wire	40	12	\r
	rubber	15	84	\r
	tread	30	84	\r
	explosives	10	70	\r
	acid	5	84	\r
	tin	30	56	\r
	glassBottle	20	56	\r
	spring	10	42	\r
	bulb	30	42	\r
	construction_equipment	5	84	\r
	engineering_parts_container	20	98	\r
	worker_clothing_container	15	112	\r
	tool_container	5	28	\r
	hydraulic_pump	5	56	\r
	antiradin	5	56	\r
	handmade_frag_grenade	5	84	\r
	handmade_thermal_grenade	5	70	\r
	itemChip	30	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	140	\r
	classUSB	15	140	\r
#end				\r
				\r
#itemdrop_construction				\r
TechLevel	ContentIds	Weight	Points	\r
	miner_knife	10	42	\r
	metal_pipe	20	42	\r
	scarp_club	20	42	\r
	pmc_club	5	42	\r
	corp_hand	5	28	\r
	corp_leg	5	28	\r
	breaker	20	42	\r
	crowbar	20	42	\r
	wrench	20	42	\r
	hatchet	15	42	\r
	choppa_axe	5	28	\r
	sapper_shovel	20	42	\r
	bandit_sawblade	5	56	\r
	miner_pistol	10	70	\r
	pmc_pistol	5	70	\r
	core_nailgun	10	70	\r
	gh_pistol	10	70	\r
	franch_pistol	5	70	\r
	pmc_shotgun	5	70	\r
	desert_shotgun	10	70	\r
	bandit_shotgun	5	70	\r
	bandit_smg	5	70	\r
	miner_mg	10	70	\r
	core_nailmachinegun	10	70	\r
	core_laser	10	70	\r
	miner_disctrower	5	70	\r
	battery_crafted_charge	30	21	\r
	miner_bolts_ammo	5	21	\r
	pistol_basic_ammo	30	21	\r
	shotgun_bullet_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	gas_ammo	30	21	\r
	sawblade_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	14	\r
	splint	30	14	\r
	antiradin	30	14	\r
	antibiotics	30	14	\r
	sorbent	30	14	\r
	sigs_kosmos	30	14	\r
	rags	30	14	\r
	bloodBag	30	14	\r
	painkillers	30	14	\r
	beer	5	14	\r
	spider_soup	5	14	\r
	rottenMeat	5	14	\r
	plaster	30	14	\r
	cannedMeat	30	14	\r
	cannedVeg	30	14	\r
	chocolateBar	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	water	30	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	30	14	\r
	wagyu_steak	5	42	\r
	servo_backpack	10	42	\r
	bandit_vest	5	28	\r
	worker_armor	10	28	\r
	worker_helmet	10	28	\r
	worker_pants	10	28	\r
	worker_boots	10	28	\r
	core_hard_vest	5	28	\r
	core_hard_hat	5	28	\r
	core_hard_pants	5	28	\r
	pb_vest	10	28	\r
	pb_hard_hat	10	28	\r
	pb_pants	10	28	\r
	pb_boots	10	28	\r
	singlet_shirt	5	28	\r
	brown_pants	10	28	\r
	common_boots	10	28	\r
	armor_shards	5	14	\r
	blunt_melee_shards	25	6	\r
	pierce_melee_shards	25	6	\r
	broken_weapon	5	3	\r
	rusty_shards	30	7	\r
	coarse_gears	30	9	\r
	rod	30	7	\r
	tape	30	28	\r
	handmade_frag_grenade	10	14	\r
	handmade_thermal_grenade	10	14	\r
	frag_mine	5	14	\r
	packaged_industrial_robot	20	112	\r
	plastic	30	3	\r
	powder	30	2	\r
	glass	30	6	\r
	metal_tread	30	9	\r
	wire	40	12	\r
	rubber	30	3	\r
	tread	30	6	\r
	explosives	30	14	\r
	acid	30	9	\r
	tin	30	6	\r
	glassBottle	30	9	\r
	regular_food_container	15	56	\r
	military_food_container	5	70	\r
	luxury_food_container	10	112	\r
	water_container	15	42	\r
	alcogol_container	10	112	\r
	regular_clothing_container	10	56	\r
	miner_clothing_container	15	70	\r
	worker_clothing_container	15	84	\r
	security_clothing_container	5	98	\r
	weapon_container	5	140	\r
	armor_container	15	112	\r
	tool_container	30	84	\r
	robot_parts_container	20	56	\r
	electrical_parts_container	20	56	\r
	military_parts_container	5	70	\r
	engineering_parts_container	20	56	\r
	ai_module	20	112	\r
	communication_relay	20	56	\r
	defibrillator_device	5	84	\r
	quasi_sensor_device	5	84	\r
	geoscanner_device	15	84	\r
	welding_machine_device	40	64	\r
	medical_equipment	10	70	\r
	scientific_equipment	5	84	\r
	mining_equipment	30	56	\r
	construction_equipment	20	56	\r
	chemical_analyzer	10	42	\r
	hydraulic_pump	30	42	\r
	quasiresearch_disk	5	84	\r
	research_disk	20	98	\r
	prototype_schematics	15	112	\r
	management_unit	5	28	\r
	darknet_unit	5	56	\r
	memory_software	5	84	\r
	entertainment_software	50	70	\r
	expert_disk	3	42	\r
	biomass_tank	5	28	\r
	precious_metals	15	140	\r
	drug_cargo	10	140	\r
	gunbang_magazine	5	70	\r
	medical_components	10	84	\r
	watermelon	5	70	\r
	itemChip	30	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	140	\r
	classUSB	15	140	\r
#end				\r
				\r
#itemdrop_office				\r
TechLevel	ContentIds	Weight	Points	\r
	ledgerBook	20	21	\r
	expert_disk	20	32	\r
	memory_software	20	63	\r
	personalKey	20	32	\r
	gunbang_magazine	20	53	\r
	management_unit	20	21	\r
	darknet_unit	40	28	\r
	precious_metals	20	105	\r
	entertainment_software	20	70	\r
	knuckles	20	28	\r
	crowbar	20	42	\r
	hatchet	20	42	\r
	choppa_axe	20	28	\r
	spec_hatchet	20	56	\r
	bandit_shotgun	10	70	\r
	bandit_smg	10	70	\r
	bandit_assault	10	70	\r
	pistol_basic_ammo	30	21	\r
	medium_basic_ammo	30	21	\r
	shotgun_bullet_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	battery_charge	30	21	\r
	battery_crafted_charge	30	21	\r
	gas_ammo	30	21	\r
	sawblade_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	34	\r
	splint	30	14	\r
	antibiotics	30	14	\r
	medicalClue	30	14	\r
	sorbent	30	14	\r
	sigs_kosmos	40	14	\r
	rags	30	10	\r
	antidote	30	14	\r
	painkillers	30	14	\r
	beer	30	14	\r
	vodka	20	14	\r
	wiskey	10	14	\r
	armagnac	5	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	redSoda	30	14	\r
	water	30	14	\r
	burgerMeat	30	14	\r
	burgerVeg	30	14	\r
	synthChicken	30	14	\r
	synthBeef	30	14	\r
	rocketCandy	30	14	\r
	caviar	30	14	\r
	wagyu_steak	15	14	\r
	truffle_oil	10	14	\r
	tuna_steak	5	14	\r
	small_backpack	10	42	\r
	pmc_vest	20	42	\r
	bandit_vest	15	28	\r
	smuggler_armor	20	28	\r
	pmc_armor	20	42	\r
	svn_cap_vest	10	84	\r
	pb_vest	10	46	\r
	core_hard_vest	10	46	\r
	employee_vest	10	28	\r
	spider_armor	10	28	\r
	jackal_armor	10	28	\r
	green_tshirt	10	28	\r
	green_vest	10	28	\r
	blue_tshirt	10	28	\r
	singlet_shirt	10	28	\r
	scientist_shirt	10	28	\r
	hyber_shirt	10	28	\r
	armor_shards	25	14	\r
	weapon_shards	25	14	\r
	blunt_melee_shards	25	14	\r
	pierce_melee_shards	25	14	\r
	broken_weapon	25	14	\r
	rusty_shards	25	14	\r
	coarse_gears	25	14	\r
	rod	30	7	\r
	microelectronics	15	28	\r
	ceramite_shards	15	14	\r
	tape	10	28	\r
	armor_repair_kit	25	14	\r
	weapon_repair_kit	25	14	\r
	melee_repair_kit	25	14	\r
	bandit_boots	25	14	\r
	smuggler_boots	10	42	\r
	pmc_boots	10	42	\r
	pb_boots	10	42	\r
	common_boots	10	42	\r
	jackal_boots	10	42	\r
	blue_boots	10	42	\r
	broun_boots	10	42	\r
	bandit_pants	10	42	\r
	smuggler_pants	10	42	\r
	pmc_pants	10	42	\r
	svn_cap_pants	10	42	\r
	pb_pants	10	42	\r
	core_hard_pants	10	42	\r
	employee_pants	10	42	\r
	blue_pants	10	42	\r
	brown_pants	10	42	\r
	yellow_pants	10	42	\r
	dark_pants	10	42	\r
	hyber_pants	10	42	\r
	bandit_helmet	10	42	\r
	pmc_helmet	10	42	\r
	svn_cap_hat	10	42	\r
	employee_hat	10	42	\r
	balaklava	10	42	\r
	plastic	30	3	\r
	powder	30	2	\r
	glass	30	6	\r
	metal_tread	30	9	\r
	wire	40	12	\r
	rubber	30	3	\r
	tread	30	6	\r
	explosives	30	14	\r
	acid	30	9	\r
	tin	30	6	\r
	glassBottle	30	9	\r
	spring	30	7	\r
	bulb	15	28	\r
	itemChip	30	84	\r
	mediumItemChip	15	168	\r
	merkUSB	15	140	\r
	classUSB	15	140	\r
#end				\r
				\r
#itemdrop_industry1				\r
TechLevel	ContentIds	Weight	Points	\r
	miner_knife	20	42	\r
	machete	20	42	\r
	metal_pipe	20	42	\r
	scarp_club	20	42	\r
	pmc_club	20	42	\r
	corp_hand	20	28	\r
	corp_leg	20	28	\r
	knuckles	20	28	\r
	breaker	20	42	\r
	crowbar	20	42	\r
	wrench	20	42	\r
	hatchet	20	42	\r
	choppa_axe	20	28	\r
	sapper_shovel	20	42	\r
	bandit_sawblade	20	56	\r
	miner_pistol	10	70	\r
	pmc_pistol	10	70	\r
	core_nailgun	10	70	\r
	gh_pistol	10	70	\r
	franch_pistol	10	70	\r
	pmc_shotgun	10	70	\r
	desert_shotgun	10	70	\r
	bandit_shotgun	10	70	\r
	bandit_smg	10	70	\r
	miner_mg	10	70	\r
	core_nailmachinegun	10	70	\r
	core_laser	10	70	\r
	miner_disctrower	10	70	\r
	battery_crafted_charge	30	21	\r
	miner_bolts_ammo	30	21	\r
	pistol_basic_ammo	30	21	\r
	shotgun_bullet_ammo	30	21	\r
	shotgun_shrapnel_ammo	30	21	\r
	heavy_basic_ammo	30	21	\r
	gas_ammo	30	21	\r
	sawblade_ammo	30	21	\r
	bandage	30	14	\r
	medpack	30	14	\r
	splint	30	14	\r
	antiradin	30	14	\r
	antibiotics	30	14	\r
	sorbent	30	14	\r
	sigs_kosmos	30	14	\r
	rags	30	14	\r
	bloodBag	30	14	\r
	painkillers	30	14	\r
	beer	30	14	\r
	spider_soup	30	14	\r
	rottenMeat	30	14	\r
	plaster	30	14	\r
	cannedMeat	30	14	\r
	cannedVeg	30	14	\r
	chocolateBar	30	14	\r
	packedGoodRation	30	14	\r
	packedRation	30	14	\r
	water	30	14	\r
	synthChicken	30	14	\r
