#monsterdrop_test1				
TechLevel	ContentIds	Weight	Points	
	military_food_container	15	70	
	luxury_food_container	15	112	
	water_container	15	42	
	alcogol_container	15	112	
	regular_clothing_container	15	56	
	miner_clothing_container	15	70	
	worker_clothing_container	15	84	
	scientist_clothing_container	15	84	
	security_clothing_container	15	98	
	weapon_container	15	140	
	armor_container	15	112	
	tool_container	15	84	
	robot_parts_container	15	56	
	electrical_parts_container	15	56	
	military_parts_container	15	70	
	engineering_parts_container	15	56	
	ai_module	15	112	
	communication_relay	15	56	
	defibrillator_device	15	84	
	quasi_sensor_device	15	84	
	geoscanner_device	15	84	
	welding_machine_device	15	84	
	medical_equipment	15	70	
	scientific_equipment	15	84	
	mining_equipment	15	56	
	construction_equipment	15	56	
	chemical_analyzer	15	42	
	hydraulic_pump	15	42	
	quasiresearch_disk	15	84	
	research_disk	15	98	
	prototype_schematics	15	112	
	management_unit	15	28	
	darknet_unit	15	56	
	military_unit	15	56	
	memory_software	15	84	
	entertainment_software	15	70	
	expert_disk	15	42	
	quasisamples	15	112	
	biomass_tank	15	28	
	precious_metals	15	140	
	drug_cargo	15	140	
	gunbang_magazine	15	70	
	medical_components	15	84	
	watermelon	15	70	
	itemChip	30	84	
	mediumItemChip	15	168	
	merkUSB	15	140	
	classUSB	15	140	
#end				
				
#itemdrop_prison				
TechLevel	ContentIds	Weight	Points	
	army_knife	10	54	
	glass_knife	10	28	
	corp_bone	20	42	
	machete	20	42	
	metal_pipe	30	42	
	scarp_club	30	42	
	pmc_club	20	42	
	corp_hand	20	28	
	corp_leg	20	28	
	knuckles	40	28	
	franch_baton	5	82	
	hatchet	30	28	
	choppa_axe	20	28	
	spec_hatchet	20	56	
	bandit_axe	20	42	
	army_pistol	5	90	
	army_pistol_2	5	90	
	pmc_pistol	5	90	
	pmc_pistol_2	5	90	
	spec_pistol	5	90	
	dark_pistol	5	90	
	dark_pistol_2	5	90	
	petrov_pistol	5	90	
	petrov_pistol_2	5	90	
	petrov_pistol_3	5	90	
	civres_pistol	5	90	
	pmc_shotgun	5	90	
	desert_shotgun	5	90	
	bandit_shotgun	5	90	
	pmc_smg	5	90	
	bandit_smg_2	5	90	
	desert_assault	5	90	
	desert_marksman	5	90	
	pistol_basic_ammo	30	21	
	shotgun_bullet_ammo	30	21	
	shotgun_shrapnel_ammo	30	21	
	heavy_basic_ammo	30	21	
	bandage	30	14	
	medpack	30	14	
	splint	30	14	
	antiradin	10	14	
	antibiotics	30	14	
	sorbent	10	14	
	sigs_kosmos	40	14	
	antidote	30	14	
	painkillers	30	14	
	beer	40	14	
	wiskey	40	14	
	rottenMeat	40	14	
	plaster	30	14	
	military_kit	10	14	
	blueSoda	30	14	
	cannedMeat	30	14	
	cannedVeg	30	14	
	chocolateBar	30	14	
	packedGoodRation	15	14	
	packedRation	30	14	
	water	30	14	
	burgerMeat	30	14	
	burgerVeg	30	14	
	synthChicken	30	14	
	synthBeef	30	14	
	rocketCandy	5	56	
	caviar	5	56	
	small_backpack	10	42	
	medium_backpack	5	42	
	pmc_vest	20	42	
	cevlar_vest	20	42	
	bandit_armor	10	28	
	bandit_helmet	10	28	
	bandit_pants	10	28	
	bandit_boots	10	28	
	power_armor	5	42	
	power_helmet	5	42	
	power_pants	5	42	
	power_boots	5	42	
	pmc_armor	10	56	
	pmc_helmet	10	56	
	pmc_pants	10	56	
	pmc_boots	10	56	
	security_armor	5	42	
	franch_helmet	5	42	
	franch_pants	5	42	
	franch_boots	5	42	
	employee_vest	10	28	
	employee_hat	10	28	
	employee_pants	10	28	
	yellow_pants	10	28	
	blue_boots	10	28	
	common_boots	10	28	
	armor_shards	35	14	
	weapon_shards	35	14	
	tape	20	28	
	frag_grenade	5	21	
	frag_mine	5	14	
	packaged_recreational_robot	5	112	
	plastic	40	3	
	powder	40	2	
	glass	40	6	
	metal_tread	40	9	
	wire	40	12	
	rubber	40	3	
	tread	40	6	
	explosives	40	14	
	acid	40	9	
	tin	40	6	
	glassBottle	40	9	
	ledgerBook	20	28	
	spring	30	7	
	regular_food_container	15	56	
	military_food_container	5	70	
	luxury_food_container	5	112	
	water_container	15	42	
	alcogol_container	15	112	
	regular_clothing_container	15	56	
	miner_clothing_container	5	70	
	worker_clothing_container	15	84	
	scientist_clothing_container	5	84	
	security_clothing_container	15	98	
	weapon_container	5	140	
	armor_container	5	112	
	tool_container	15	84	
	robot_parts_container	5	56	
	gunbang_magazine	30	70	
	medical_components	15	84	
	watermelon	15	70	
	itemChip	30	84	
	mediumItemChip	15	168	
	merkUSB	15	140	
	classUSB	15	140	
	medical_equipment	25	70	
	organsBox	15	70	
	morphine	30	14	
	biomass_tank	20	28	
	trowable_heart	10	14	
	surgicalKit	5	56	
	drug_cargo	20	105	
#end				
				
#itemdrop_mining				
TechLevel	ContentIds	Weight	Points	
	communication_relay	20	42	
	circuit_board	5	42	
	capacitor	20	42	
	ai_module	20	42	
	microelectronics	5	42	
	transformer	25	28	
	electrical_parts_container	5	28	
	miner_knife	5	28	
	metal_pipe	20	42	
	scarp_club	20	42	
	breaker	20	42	
	crowbar	20	42	
	wrench	5	28	
	sapper_shovel	20	42	
	bandit_axe	5	56	
	bandit_sawblade	20	70	
	miner_pistol	5	70	
	core_nailgun	10	70	
	pistol_basic_ammo	10	70	
	miner_bolts_ammo	5	70	
	medium_basic_ammo	5	70	
	shotgun_bullet_ammo	10	70	
	heavy_basic_ammo	5	70	
	battery_charge	5	70	
	battery_crafted_charge	10	70	
	gas_ammo	10	70	
	sawblade_ammo	10	70	
	bandage	10	70	
	medpack	30	21	
	splint	30	21	
	antibiotics	30	21	
	medicalClue	30	21	
	naloxone	30	21	
	sorbent	30	21	
	sigs_kosmos	30	21	
	rags	30	21	
	antidote	30	14	
	painkillers	30	14	
	beer	30	14	
	vodka	30	14	
	wiskey	30	14	
	armagnac	30	14	
	mre_pack	30	14	
	packedGoodRation	30	14	
	packedRation	30	14	
	redSoda	30	14	
	water	10	14	
	burgerMeat	30	14	
	burgerVeg	10	14	
	synthChicken	30	14	
	synthBeef	30	14	
	rocketCandy	30	14	
	caviar	30	14	
	wagyu_steak	30	14	
	truffle_oil	30	14	
	tuna_steak	30	14	
	small_backpack	30	14	
	medium_backpack	30	14	
	servo_backpack	30	14	
	pmc_vest	1	42	
	bandit_vest	10	42	
	cevlar_vest_pockets	5	28	
	smuggler_armor	10	28	
	worker_armor	10	28	
	pmc_armor	10	28	
	svn_cap_vest	10	28	
	pb_vest	10	28	
	core_hard_vest	10	28	
	employee_vest	10	28	
	spider_armor	10	28	
	jackal_armor	10	28	
	green_tshirt	10	28	
	green_vest	10	28	
	blue_tshirt	1	28	
	prison_tshirt	1	28	
	singlet_shirt	5	28	
	scientist_shirt	10	28	
	hyber_shirt	10	28	
	armor_shards	25	14	
	weapon_shards	25	6	
	blunt_melee_shards	5	6	
	pierce_melee_shards	10	3	
	broken_weapon	20	7	
	rusty_shards	30	9	
	coarse_gears	30	7	
	rod	10	28	
	ceramite_shards	10	14	
	tape	10	14	
	armor_repair_kit	10	14	
	weapon_repair_kit	15	112	
	melee_repair_kit	10	3	
	bandit_boots	30	3	
	smuggler_boots	30	2	
	pmc_boots	30	6	
	pb_boots	30	9	
	common_boots	30	12	
	jackal_boots	30	3	
	blue_boots	30	6	
	broun_boots	30	14	
	bandit_pants	30	9	
	smuggler_pants	30	6	
	pmc_pants	30	9	
	svn_cap_pants	15	56	
	pb_pants	5	70	
	core_hard_pants	10	112	
	employee_pants	15	42	
	blue_pants	10	112	
	brown_pants	10	56	
	yellow_pants	15	70	
	dark_pants	15	84	
	hyber_pants	10	84	
	bandit_helmet	10	98	
	pmc_helmet	10	140	
	svn_cap_hat	15	112	
	pb_hard_hat	30	84	
	core_hard_hat	20	56	
	employee_hat	20	56	
	balaklava	5	70	
	plastic	20	56	
	powder	20	112	
	glass	20	56	
	metal_tread	5	84	
	wire	40	12	
	rubber	15	84	
	tread	30	84	
	explosives	10	70	
	acid	5	84	
	tin	30	56	
	glassBottle	20	56	
	spring	10	42	
	bulb	30	42	
	construction_equipment	5	84	
	engineering_parts_container	20	98	
	worker_clothing_container	15	112	
	tool_container	5	28	
	hydraulic_pump	5	56	
	antiradin	5	56	
	handmade_frag_grenade	5	84	
	handmade_thermal_grenade	5	70	
	itemChip	30	84	
	mediumItemChip	15	168	
	merkUSB	15	140	
	classUSB	15	140	
#end				
				
#itemdrop_construction				
TechLevel	ContentIds	Weight	Points	
	miner_knife	10	42	
	metal_pipe	20	42	
	scarp_club	20	42	
	pmc_club	5	42	
	corp_hand	5	28	
	corp_leg	5	28	
	breaker	20	42	
	crowbar	20	42	
	wrench	20	42	
	hatchet	15	42	
	choppa_axe	5	28	
	sapper_shovel	20	42	
	bandit_sawblade	5	56	
	miner_pistol	10	70	
	pmc_pistol	5	70	
	core_nailgun	10	70	
	gh_pistol	10	70	
	franch_pistol	5	70	
	pmc_shotgun	5	70	
	desert_shotgun	10	70	
	bandit_shotgun	5	70	
	bandit_smg	5	70	
	miner_mg	10	70	
	core_nailmachinegun	10	70	
	core_laser	10	70	
	miner_disctrower	5	70	
	battery_crafted_charge	30	21	
	miner_bolts_ammo	5	21	
	pistol_basic_ammo	30	21	
	shotgun_bullet_ammo	30	21	
	shotgun_shrapnel_ammo	30	21	
	heavy_basic_ammo	30	21	
	gas_ammo	30	21	
	sawblade_ammo	30	21	
	bandage	30	14	
	medpack	30	14	
	splint	30	14	
	antiradin	30	14	
	antibiotics	30	14	
	sorbent	30	14	
	sigs_kosmos	30	14	
	rags	30	14	
	bloodBag	30	14	
	painkillers	30	14	
	beer	5	14	
	spider_soup	5	14	
	rottenMeat	5	14	
	plaster	30	14	
	cannedMeat	30	14	
	cannedVeg	30	14	
	chocolateBar	30	14	
	packedGoodRation	30	14	
	packedRation	30	14	
	water	30	14	
	synthChicken	30	14	
	synthBeef	30	14	
	rocketCandy	30	14	
	wagyu_steak	5	42	
	servo_backpack	10	42	
	bandit_vest	5	28	
	worker_armor	10	28	
	worker_helmet	10	28	
	worker_pants	10	28	
	worker_boots	10	28	
	core_hard_vest	5	28	
	core_hard_hat	5	28	
	core_hard_pants	5	28	
	pb_vest	10	28	
	pb_hard_hat	10	28	
	pb_pants	10	28	
	pb_boots	10	28	
	singlet_shirt	5	28	
	brown_pants	10	28	
	common_boots	10	28	
	armor_shards	5	14	
	blunt_melee_shards	25	6	
	pierce_melee_shards	25	6	
	broken_weapon	5	3	
	rusty_shards	30	7	
	coarse_gears	30	9	
	rod	30	7	
	tape	30	28	
	handmade_frag_grenade	10	14	
	handmade_thermal_grenade	10	14	
	frag_mine	5	14	
	packaged_industrial_robot	20	112	
	plastic	30	3	
	powder	30	2	
	glass	30	6	
	metal_tread	30	9	
	wire	40	12	
	rubber	30	3	
	tread	30	6	
	explosives	30	14	
	acid	30	9	
	tin	30	6	
	glassBottle	30	9	
	regular_food_container	15	56	
	military_food_container	5	70	
	luxury_food_container	10	112	
	water_container	15	42	
	alcogol_container	10	112	
	regular_clothing_container	10	56	
	miner_clothing_container	15	70	
	worker_clothing_container	15	84	
	security_clothing_container	5	98	
	weapon_container	5	140	
	armor_container	15	112	
	tool_container	30	84	
	robot_parts_container	20	56	
	electrical_parts_container	20	56	
	military_parts_container	5	70	
	engineering_parts_container	20	56	
	ai_module	20	112	
	communication_relay	20	56	
	defibrillator_device	5	84	
	quasi_sensor_device	5	84	
	geoscanner_device	15	84	
	welding_machine_device	40	64	
	medical_equipment	10	70	
	scientific_equipment	5	84	
	mining_equipment	30	56	
	construction_equipment	20	56	
	chemical_analyzer	10	42	
	hydraulic_pump	30	42	
	quasiresearch_disk	5	84	
	research_disk	20	98	
	prototype_schematics	15	112	
	management_unit	5	28	
	darknet_unit	5	56	
	memory_software	5	84	
	entertainment_software	50	70	
	expert_disk	3	42	
	biomass_tank	5	28	
	precious_metals	15	140	
	drug_cargo	10	140	
	gunbang_magazine	5	70	
	medical_components	10	84	
	watermelon	5	70	
	itemChip	30	84	
	mediumItemChip	15	168	
	merkUSB	15	140	
	classUSB	15	140	
#end				
				
#itemdrop_office				
TechLevel	ContentIds	Weight	Points	
	ledgerBook	20	21	
	expert_disk	20	32	
	memory_software	20	63	
	personalKey	20	32	
	gunbang_magazine	20	53	
	management_unit	20	21	
	darknet_unit	40	28	
	precious_metals	20	105	
	entertainment_software	20	70	
	knuckles	20	28	
	crowbar	20	42	
	hatchet	20	42	
	choppa_axe	20	28	
	spec_hatchet	20	56	
	bandit_shotgun	10	70	
	bandit_smg	10	70	
	bandit_assault	10	70	
	pistol_basic_ammo	30	21	
	medium_basic_ammo	30	21	
	shotgun_bullet_ammo	30	21	
	heavy_basic_ammo	30	21	
	battery_charge	30	21	
	battery_crafted_charge	30	21	
	gas_ammo	30	21	
	sawblade_ammo	30	21	
	bandage	30	14	
	medpack	30	34	
	splint	30	14	
	antibiotics	30	14	
	medicalClue	30	14	
	sorbent	30	14	
	sigs_kosmos	40	14	
	rags	30	10	
	antidote	30	14	
	painkillers	30	14	
	beer	30	14	
	vodka	20	14	
	wiskey	10	14	
	armagnac	5	14	
	packedGoodRation	30	14	
	packedRation	30	14	
	redSoda	30	14	
	water	30	14	
	burgerMeat	30	14	
	burgerVeg	30	14	
	synthChicken	30	14	
	synthBeef	30	14	
	rocketCandy	30	14	
	caviar	30	14	
	wagyu_steak	15	14	
	truffle_oil	10	14	
	tuna_steak	5	14	
	small_backpack	10	42	
	pmc_vest	20	42	
	bandit_vest	15	28	
	smuggler_armor	20	28	
	pmc_armor	20	42	
	svn_cap_vest	10	84	
	pb_vest	10	46	
	core_hard_vest	10	46	
	employee_vest	10	28	
	spider_armor	10	28	
	jackal_armor	10	28	
	green_tshirt	10	28	
	green_vest	10	28	
	blue_tshirt	10	28	
	singlet_shirt	10	28	
	scientist_shirt	10	28	
	hyber_shirt	10	28	
	armor_shards	25	14	
	weapon_shards	25	14	
	blunt_melee_shards	25	14	
	pierce_melee_shards	25	14	
	broken_weapon	25	14	
	rusty_shards	25	14	
	coarse_gears	25	14	
	rod	30	7	
	microelectronics	15	28	
	ceramite_shards	15	14	
	tape	10	28	
	armor_repair_kit	25	14	
	weapon_repair_kit	25	14	
	melee_repair_kit	25	14	
	bandit_boots	25	14	
	smuggler_boots	10	42	
	pmc_boots	10	42	
	pb_boots	10	42	
	common_boots	10	42	
	jackal_boots	10	42	
	blue_boots	10	42	
	broun_boots	10	42	
	bandit_pants	10	42	
	smuggler_pants	10	42	
	pmc_pants	10	42	
	svn_cap_pants	10	42	
	pb_pants	10	42	
	core_hard_pants	10	42	
	employee_pants	10	42	
	blue_pants	10	42	
	brown_pants	10	42	
	yellow_pants	10	42	
	dark_pants	10	42	
	hyber_pants	10	42	
	bandit_helmet	10	42	
	pmc_helmet	10	42	
	svn_cap_hat	10	42	
	employee_hat	10	42	
	balaklava	10	42	
	plastic	30	3	
	powder	30	2	
	glass	30	6	
	metal_tread	30	9	
	wire	40	12	
	rubber	30	3	
	tread	30	6	
	explosives	30	14	
	acid	30	9	
	tin	30	6	
	glassBottle	30	9	
	spring	30	7	
	bulb	15	28	
	itemChip	30	84	
	mediumItemChip	15	168	
	merkUSB	15	140	
	classUSB	15	140	
#end				
				
#itemdrop_industry1				
TechLevel	ContentIds	Weight	Points	
	miner_knife	20	42	
	machete	20	42	
	metal_pipe	20	42	
	scarp_club	20	42	
	pmc_club	20	42	
	corp_hand	20	28	
	corp_leg	20	28	
	knuckles	20	28	
	breaker	20	42	
	crowbar	20	42	
	wrench	20	42	
	hatchet	20	42	
	choppa_axe	20	28	
	sapper_shovel	20	42	
	bandit_sawblade	20	56	
	miner_pistol	10	70	
	pmc_pistol	10	70	
	core_nailgun	10	70	
	gh_pistol	10	70	
	franch_pistol	10	70	
	pmc_shotgun	10	70	
	desert_shotgun	10	70	
	bandit_shotgun	10	70	
	bandit_smg	10	70	
	miner_mg	10	70	
	core_nailmachinegun	10	70	
	core_laser	10	70	
	miner_disctrower	10	70	
	battery_crafted_charge	30	21	
	miner_bolts_ammo	30	21	
	pistol_basic_ammo	30	21	
	shotgun_bullet_ammo	30	21	
	shotgun_shrapnel_ammo	30	21	
	heavy_basic_ammo	30	21	
	gas_ammo	30	21	
	sawblade_ammo	30	21	
	bandage	30	14	
	medpack	30	14	
	splint	30	14	
	antiradin	30	14	
	antibiotics	30	14	
	sorbent	30	14	
	sigs_kosmos	30	14	
	rags	30	14	
	bloodBag	30	14	
	painkillers	30	14	
	beer	30	14	
	spider_soup	30	14	
	rottenMeat	30	14	
	plaster	30	14	
	cannedMeat	30	14	
	cannedVeg	30	14	
	chocolateBar	30	14	
	packedGoodRation	30	14	
	packedRation	30	14	
	water	30	14	
	synthChicken	30	14	
	synthBeef	30	14	
	rocketCandy	30	14	
	wagyu_steak	5	42	
	servo_backpack	10	42	
	bandit_vest	15	28	
	worker_armor	10	28	
	worker_helmet	10	28	
	worker_pants	10	28	
	worker_boots	10	28	
	core_hard_vest	10	28	
	core_hard_hat	10	28	
	core_hard_pants	10	28	
	pb_vest	10	28	
	pb_hard_hat	10	28	
	pb_pants	10	28	
	pb_boots	10	28	
	prison_tshirt	10	28	
	prison_pants	10	28	
	singlet_shirt	10	28	
	brown_pants	10	28	
	common_boots	10	28	
	armor_shards	25	14	
	blunt_melee_shards	25	6	
	pierce_melee_shards	25	6	
	broken_weapon	25	3	
	rusty_shards	30	7	
	coarse_gears	30	9	
	rod	30	7	
	tape	10	28	
	handmade_frag_grenade	10	14	
	handmade_thermal_grenade	10	14	
	frag_mine	10	14	
	packaged_industrial_robot	5	112	
	spider_meat	10	3	
	plastic	30	3	
	powder	30	2	
	glass	30	6	
	metal_tread	30	9	
	wire	40	12	
	rubber	30	3	
	tread	30	6	
	explosives	30	14	
	acid	30	9	
	tin	30	6	
	glassBottle	30	9	
	regular_food_container	15	56	
	military_food_container	15	70	
	luxury_food_container	15	112	
	water_container	15	42	
	alcogol_container	15	112	
	regular_clothing_container	15	56	
	miner_clothing_container	15	70	
	worker_clothing_container	15	84	
	scientist_clothing_container	15	84	
	security_clothing_container	15	98	
	weapon_container	15	140	
	armor_container	15	112	
	tool_container	15	84	
	robot_parts_container	15	56	
	electrical_parts_container	15	56	
	military_parts_container	15	70	
	engineering_parts_container	15	56	
	ai_module	15	112	
	communication_relay	15	56	
	defibrillator_device	15	84	
	quasi_sensor_device	15	84	
	geoscanner_device	15	84	
	welding_machine_device	30	52	
	medical_equipment	15	70	
	scientific_equipment	15	84	
	mining_equipment	15	56	
	construction_equipment	15	56	
	chemical_analyzer	15	42	
	hydraulic_pump	15	42	
	quasiresearch_disk	15	84	
	research_disk	15	98	
	prototype_schematics	15	112	
	management_unit	15	28	
	darknet_unit	20	56	
	military_unit	15	56	
	memory_software	20	64	
	entertainment_software	15	70	
	expert_disk	15	42	
	quasisamples	15	112	
	biomass_tank	15	28	
	precious_metals	15	140	
	drug_cargo	15	140	
	gunbang_magazine	15	70	
	medical_components	15	84	
	watermelon	15	70	
	itemChip	30	84	
	mediumItemChip	15	168	
	merkUSB	15	140	
	classUSB	15	140	
#end				
				
#itemdrop_military1				
TechLevel	ContentIds	Weight	Points	
	civres_pistol_2	10	70	
	desert_shotgun	10	70	
	bandit_shotgun	10	70	
	civres_smg	10	70	
	bandit_assault	10	70	
	civres_assault	10	70	
	civres_marksman	10	70	
	regular_launcher	10	70	
	heavy_armorpierce_ammo	30	14	
	shotgun_flechette_ammo	30	14	
	pistol_basic_ammo	30	21	
	shotgun_bullet_ammo	30	21	
	shotgun_shrapnel_ammo	30	21	
	heavy_basic_ammo	30	21	
	gas_ammo	30	21	
	bandage	30	14	
	medpack	30	14	
	splint	30	14	
	antiradin	30	14	
	antibiotics	30	14	
	sorbent	30	14	
	sigs_kosmos	30	14	
	painkillers	30	14	
	vodka	30	14	
	rottenMeat	30	14	
	plaster	30	14	
	military_kit	30	14	
	mre_pack	30	14	
	packedGoodRation	30	14	
	packedRation	30	14	
	redSoda	30	14	
	water	30	14	
	synthChicken	30	14	
	synthBeef	30	14	
	rocketCandy	5	56	
	big_backpack	5	56	
	army_vest	20	42	
	cevlar_vest	20	42	
	smuggler_armor	10	28	
	smuggler_helmet	10	28	
	smuggler_pants	10	28	
	smuggler_boots	10	28	
	jackal_armor	10	28	
	jackal_helmet	10	28	
	jackal_pants	10	28	
	jackal_boots	10	28	
